product name,asin,brand name,mrp,sale price,discount percentage,product description,date first available,number of reviews,seller name
SURGICOMFORT Latex Examination Gloves100 pcs Box Size-Medium Lightly Powdered,B073XMMCC1,SURGICOMFORT,,,,surgicomfort Gloves are NON-STERILE & meant for single use. These gloves are used mostly by healthcare professionals but also could be used in many applications. Lightly powdered for easy donning.,13-07-17 0:00,15,
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 7,B085NK2DPL,NV MART,699,349,50%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,09-03-20 0:00,0,NV MART
Proexamine SurgicalsÂ® Cotton Reusable Ortho Surgeon Gown with IMPERVIOUS Material and with Set of Face Mask and Cap 5,B07Q2GQPF1,Proexamine Surgicals,5499,3549,35%,Hard working classic Reusable Ortho Surgeons Gown Set with IMPERVIOUS Material (1 Gown + 1 Face Mask + 1 Cap) right balance of comfort and protection for the widest range of procedures. Made with high quality heavy duty durable cotton fabric Universal stander size.,25-03-19 0:00,0,Proexamine Surgicals Private Limited
Dhwani Enterprise Cotton 2 Pair Hand Gloves Set - White WITH CHECK DUSTER CLOTH FREE,B07JM34Z3X,Dhwani Enterprise,119,114,4%,These hand gloves are Cotton made Soft to touch and comfortable for wearing.Thin soft and durable. Great gloves for activities where your hands will be exposed to the sun or Cold. The gloves can protect your hands while driving in winter or summer. It allow complete movement and comfort.,22-10-18 0:00,1,Dhwani EnterpriseÂ®
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085MB4VRW,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
SMARTCARE Examination Gloves Powdered Medium - Pack of 100 Pieces,B079CJTMNY,SMARTCARE,600,406,32%,â€¢ Disposable. â€¢ Ambidextrous. â€¢ Non Sterile. â€¢ Lihgtly Powdered â€¢ Hypoallergic.,27-01-18 0:00,3,SAIFY HEALTHKART
3-Ply Surgical Face Mask with Tie Pack of 100,B0799LS3G2,Shakuntla,,,,4-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Adheres to European Class EN 14683 Type II R. Soft round lyrca latex free elastic ear bands with malleable noseclip. Comfortable and breathable for the user. Fluid repellent.,24-01-18 0:00,2,
Venus V-2424-V Cup Mask Respirator with Is 9473 Approval 10,B085JNNC4Z,ultrasav,5999,4899,18%,IND mask covers the userâ€™s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical laser isolation dental or medical procedure masks with or without a face shield.,02-03-20 0:00,0,MAITRI FAB
Disposable Mask Free Size Blue 100 Pcs,B07JPYB75S,Parshwa Medical & Surgical,,,,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,24-10-18 0:00,0,
Amigos Storeâ„¢ Disposable Stretchable White Caps - Cover Hair for Cooking & Hygiene 100PCS,B07ZBD65HS,Amigos Store,499,235,53%,Amigos Store Disposable Stretchable White Caps Cover Hair for Cooking & Hygiene (100PCS) As industries now have strict hygiene rules hair coverage is a must have. This pleated disposable mop cap is great for multiple industries including manufacture industries and cleanroom services. Ideal for use in health care facilities restaurants and food processing units. Soft lightweight cap made from non-woven fabric fully elasticated. This lightweight headwear with extra-tight weave reduces the chances of falling of hair into food while cooking or serving. Elastic around the head for a secure fit. Being soft light-weight and breathable for user comfort our mop hats are incredibly comfy to be worn over a long period of time. These headcovers come in a pack of 100 pieces and are white in color.,17-10-19 0:00,0,N.R ENTERPRISE
Excel Impex Disposable Earloop Medical Face Masks| 2 Ply Disposable Air Pollution Face Mask| Surgical face mask| Two Layer Non-Woven- pack of 10,B085NKHZX5,EXCEL IMPEX,777,500,36%,Excel Impex brings you disposable medical face masks to protect against virus dust fluids germs and weather etc. Perfect mask when travelling through congested airports bus terminals malls parks and busy city streets. Bacterial Filtration Efficiency (BFE) is Greater than 99%. Extra-soft Microfiber Breathable Fluid Resistant Pleated Extra comfort Filters dust pollen bacteria. Extra-soft ear loops eliminate pressure to the ears. Sensitive inner layer made of soft facial tissue no dye no chemical gentle to the skin. Latex free fiberglass free. Suitable and applicable for every situation for gardening painting construction nail salons dental uses and people with allergies. Embedded nose clip is easy to make the mask comfortably attached to the nose bridge high elastic head loops pose spread the press make wearing a mask comfortable.,03-06-18 0:00,0,Excel Impex.
MELVIS Disposable 3ply Surgical Elastic Face Mask Pack of 40,B085MLF813,MELVIS,,,,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,07-03-20 0:00,0,
MELVIS Disposable 3ply Surgical Elastic Face Mask Pack of 35,B085ML7D2J,MELVIS,1500,999,33%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,07-03-20 0:00,0,MELVIS
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 40,B085NKQH61,NV MART,1600,1099,31%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,09-03-20 0:00,0,NV MART
leslico FFP2NR Cup Mask Respirator with Is 9473 Approval 5,B085JNC6WK,ultrasav,3599,2399,33%,IND mask covers the userâ€™s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical laser isolation dental or medical procedure masks with or without a face shield.,02-03-20 0:00,0,MAITRI FAB
EverBest 3 Ply non woven surgical Anti-t Disposable face mask with ear loop great for air pollutionvirus protection and personal health30 Pcs,B085NKPFDP,EverBest,1500,899,40%,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder,06-03-20 0:00,0,Aman Overseas
EverBest 3 Ply non woven surgical Anti-t Disposable face mask with ear loop great for air pollutionvirus protection and personal health50 Pcs,B085NKQQB9,EverBest,2550,1399,45%,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder,06-03-20 0:00,0,Aman Overseas
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 20,B085NKV9LG,NV MART,1200,699,42%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,09-03-20 0:00,0,NV MART
LIMBDA Men's and Women's PCCotton Apron Lab Coat,B07W4Z9HWL,LIMBDA,599,279,53%,It comes with banded collar and Half sleeves and it is ideal for Doctor's Scientist Medical Students and Laboratory Staffs. Comes with separate Pen Pocket Waist Pockets are Double layered so that you can keep your Mobile Phones Keys and other heavy items without fear of the pockets getting torn Pockets are done with Bar Tag also.,09-08-19 0:00,39,Shalibhadra Ent
Kavish Nose Mask-3ply Disposable Mouth Masks 100pcs Nose Mask Dust Mask Pollution Mask,B085MWT7G8,Kavish,5100,3800,16%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,08-03-20 0:00,0,Tayal Sons
Calvus Unisex Nose Mask-3ply Disposable Mouth Masks 100pcs Nose Mask Dust Mask Pollution Mask,B085MW672Q,Calvus,5100,4299,16%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,08-03-20 0:00,0,Tayal Sons
Aurum Creations 50 pcs Disposable Stretchable White Caps - Cover Hair for Cooking & Hygiene,B0777QXG7H,Aurum Creations,199,118,41%,Aurum Creations Disposable Cap is made from spun bond polymer non-woven fabric spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,09-08-17 0:00,7,Aurum Creations
URBAN HAAT Jaipuri Disposable Latex Medical Examination Gloves Medium -Set of 200 Pieces,B07BFVTNZV,URBAN HAAT,1200,700,42%,Surgical Gloves designed for comfortable wrinkle - free fitting. The extremely soft rubber reduces finger fatigue and increases efficiency. Its stringent quality makes it the safest hand wear for surgeons.,20-12-18 0:00,14,SakshamInds
Kashi Surgicals KashiSurgicals LED X-Ray View Box with Dimmer and Automatic Film Activation Single Film,B07Z678XJB,Kashi Surgicals,3599,1499,58%,"X-Ray view box is a necessary equipment in hospitals medical institutes and nursing homes. This single film X-ray view box from KashiSurgicals is excellent in functioning and ensures optimal viewing quality due to the LED-based viewing. The box is light in weight compact in shape and has an ergonomic viewing panel along with a uniform surface that ensure great performance. Single Film LED with automatic sensor & adjustable Dimmer to adjust brightness of Screen. Product Details: X-ray view box Powder Coated MS Cabinet body with Frame. The X-Ray view box has Acrylic Sheet. Approximate dimensions are 20"" by 15"". Power: 12 V 50-60 Hz. Bulb: High Glossy Led Bulbs. With Dimmer to adjust the brightness of Screen. Parts: Heavy Switch & Socket Used. Safety shock proof mechanism. Holding: Plastic Clips for X-ray film Holding. Handling: Light Weight & Portable.",15-10-19 0:00,6,11 Pharma
Axtry Non Woven Disposable Bouffant Caps Hair Net Cap Hair Head Cover Net Elastic Mob Caps for Food Service Medical Use Warehouse Worker Labs Nurse Food Service Health Hospital 100 Blue,B0846FTR73,Axtry,340,189,44%,,24-01-20 0:00,0,Axtryâ„¢
Dizzire Nitrile Examination Gloves Powder Free Medium Violet Blue 50 Pcs Pack,B07CGL2F1J,Dizzire,,,,Healthgenie Multi-purpose glove protects your hands and could be used for daily chores like Washing dishes Cleaning Kitchen Gardening & Sanitation Good abrasion and puncture resistance Natural Latex combining strength with flexibility Anatomically shaped for comfort Anti-slip pattern for good grip in wet & dry condition Pack Contains fifty Pcs,15-03-18 0:00,4,
Safety Products SP Latex Medical Examination Disposable Hand Gloves White Medium -100 Piece,B075WTPGYC,Safety Products,,,,Latex Examination Gloves Lightly Powdered Non Tearable Made In Malaysia Unisex Single Use Smooth Surface Non-Sterile 100 pcs by weight,24-09-17 0:00,10,
Magnum Particulate Respirator Mask Pack of 2,B07JJVPLB9,Magnum,,,,Flat fold disposable FFP1 particulate respirator mask can be use in Home and Industrial application.,17-10-18 0:00,0,
Warrior Armory Nose Mask Dust Mask Pollution Mask Surgical Face Mask for Air Pollution Virus Protection & Personal Health Face Mask Nose Mask-3ply Disposable Mouth Masks 50 pieces,B085MJB3HX,Warrior Armory,5999,1850,69%,Facemasks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. If someone is ill face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more.,07-03-20 0:00,0,Warrior Armory
Surex 100 pcs Disposable Stretchable Blue Bouffant Caps,B07V3MB165,Surex,299,210,30%,SurexDisposable Cap is made from spun bond polymer non-woven fabric spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,10-07-19 0:00,0,Surex
Lize Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 10,B085MD7H9S,Lize,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,07-03-20 0:00,0,
TrendzOn Anti-Virus 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 32,B085M9M3L1,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
Philips CPAP/BIPAP Full Face Mask with Gel,B075D5S8CF,PHILIPS,6500,3700,43%,"FULL FACE MASK GEL Get original only from ""GVS Enterprises Pvt. Ltd"".The Comfort Gel Full Face CPAP / BiPAP Mask with Headgear by Philips Respironics uses a blue gel cushion to offer a good seal and comfortable fit. ComfortGel Blue Full is an excellent advancement for CPAP users who need a full-face mask. A comfortable forehead cushion and enhanced StabilitySelector combine with our popular blue gel replaceable cushion to create a high level of comfort and stability. The unique sure seal technology (SST) provides a membrane-thin layer over the gel cushion to closely follow facial contours of both men and women allowing more wearers to quickly achieve the comfortable seal they need. Works together with the thin form-fitting outer silicone membrane to create an effective self-adjusting seal. Not only does our blue gel provide extra stability it is thinner and lighter than ever before.",04-09-17 0:00,37,Urtronics India
DR AIR N 95 ANTI POLLUTION REUSABLE FOLDABLE MASK WITH VALVE FOR CHILDREN PACK OF 4,B07KNXH5DZ,DR AIR,,,,,18-11-18 0:00,0,
BEATCLOUDS Adults Carbon Activated Cotton Face Adjustable Mask for Dust Protection - Riding & Cycling Judicial Brown,B07D682N2L,BEATCLOUDS,399,399,,Are you conscious about your health? Most of the people really do not want to wear a mask. But they need a filter to protect their health. This BEATCLOUDS Adult Face Mask (reusable and washable cloth) and along with the filter (replaceable and non-washable) it protects from dust. BEATCLOUDS is committed to provide you a healthier lifestyle without compromising on your fashion statement. This face mask comes with 4 exchangeable stereo filters that cannot be washed. This cotton fabric is very breathable and comfortable on the skin. These ergonomically designed filters with special comfort come with features such as skin-friendly lining that goes smooth with your face. This face filter mask is one of the best filter to use for extended hours even in hot and humid conditions. This reusable filter is very warm and it's light weight design allows to keep inside a bag when not in use. This riding filter mask provides a fresh ventilation system that keeps you to breathe easily. This cotton mask guards us from dust and cigarette. It can be used at any place like office workplace home outside etc.,19-05-18 0:00,16,BEATCLOUDS
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085M9LVQX,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
ONRR COLLECTIONS 3M N95 ROUND PROTECTIVE MASK ANTI VIRUS ANTI DUST PROTECTOR ANTI POLLUTION GREY MASK,B085MJNSLK,ONRR COLLECTIONS,,,,High filteration of the respirators protects you from harmful pollutants and dust Can be folded when not in use & slipped easily into the pocket. The maintenance free respirators are not only economical but easy to use as well Comfortable the respirator fits snugly around your face and helps avoid your glasses from fogging AS/NZ Approval P1 Class of Filtering Efficiency CLI tested Filtering efficiency ranging 80% when tested against 0.3-micron sodium chloride particle,03-03-20 0:00,0,
ONRR COLLECTIONS VENUS GREY ANTI VIRUS ANTI DUST PROTECTOR ANTI POLLUTION GREY MASK,B085MCB4P3,ONRR COLLECTIONS,,,,High filteration of the respirators protects you from harmful pollutants and dust Can be folded when not in use & slipped easily into the pocket. The maintenance free respirators are not only economical but easy to use as well Comfortable the respirator fits snugly around your face and helps avoid your glasses from fogging AS/NZ Approval P1 Class of Filtering Efficiency CLI tested Filtering efficiency ranging 80% when tested against 0.3-micron sodium chloride particle,03-03-20 0:00,0,
SP Disposable Surgical Gown Non Woven 10 Pcs,B075WW7B5H,Safety Products,1500,999,33%,Being the fastest growing manufacturer and supplier in Health & Pharmaceutical industry in India Safety Meditex gaining huge popularity Which provides diverse products of Disposable & Surgical Item.,24-09-17 0:00,1,Safety Products
PERFECT Portable Nebulizer System for Aerosol Drug Delivery,B07PPLX5DM,PERFECT,3600,999,72%,PERFECT PIISTON COMPRESSOR NEBULIZER HAVE HEAVY DUTY MOTOR CONTINUOUS USAGE FOR LONGER PERIOD,13-03-19 0:00,6,SHRI RAM PACKAGINGÂ® KARNAL
Bosch-Surgical Nebuliser Medication Chamber Pipe And Mouth Piece,B015P0FPFO,bosch-surgical,499,399,20%,nebuliser chamber can be used to nebulise all commonly prescribed bronchodilators for respiratory conditions. Aerosol drug effectiveness depends on the quality of its delivery to the lungs. it achieves 80% of output volume below the critical 5 microns maximising each dose. chamber produces a flow rate of 16 l/min by utilising a venturi which draws in room air. This boosts output reduces treatment time and improves patient compliance. Unlike many other nebulisers chamber will provide consistent drug delivery time after time which makes nebuliser chamber the choice for aerosol drug delivery.,22-09-15 0:00,1,MEDICAL EXPERTS 1985
ROYAL CARE Anti Pollution Face Mask with Activated Carbon BlackPack of 2,B085L2THRJ,ROYAL CARE,499,350,30%,Anti pollution mask for men and women or unisex masks can be used as protection from air pollution. These pollution masks come with ultra soft fabric that is gentle on skin. Our pollution masks meet n95 masks standard provide complete protection from dust pollution provide safety from air pollutants and harmful bacteria available in the air.,10-09-19 0:00,0,ROYAL CARE ENTERPRISES
Swastik Nose Mask-3ply Disposable Mouth Masks 50pcs Nose Mask Dust Mask Pollution MaskPack of 1,B085MWYJYD,Swastik,2649,2150,15%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,08-03-20 0:00,0,Tayal Sons
VMC Unisex Surgeons gown_Blue_with Impervious material Large_Free Size,B07WK4L9M8,VMC,1999,1550,22%,This uniforms & work wear is 65% polyester 35% cotton. Medical tunic scrub suits and healthcare tunic for both men & women it provides complete solution for hospitals clinics professionals and at other work places.,14-08-19 0:00,0,VEENA MEDICARE
Surgical e studio Surgeon Scrub Suit Large Blue,B01FFWBPW4,Surgical e studio,1499,1499,,Surgical e Studio is an ISO 9001 : 2008 Certified Company. The Company is into the Marketing & Distribution of Name Customized Surgeon Scrubs Aprons Hospital Uniforms along with Sterile Surgical Disposables Sterile Disposable Kits etc. For more details please call or whatsapp on +91- 9958080220. The company believes in Customizing its products to best suit your needs.,10-05-16 0:00,7,Surgical e Sstudio
SURGICOMFORT Latex Examination Gloves100 pcs Box Size-Small Lightly Powdered,B073XLN4SX,SURGICOMFORT,,,,surgicomfort Gloves are NON-STERILE & meant for single use. These gloves are used mostly by healthcare professionals but also could be used in many applications. Lightly powdered for easy donning.,31-05-18 0:00,3,
SM Industries Latex Disposable Examination Surgical Gloves 100's Pack Color White,B07C7G7WJJ,SM Industries,750,350,53%,Latex Examination Gloves Powdered containing 100 gloves,15-04-18 0:00,2,SakshamInds
K K Surgical Care 100 Pcs Examination Gloves,B01LXF0VOY,k k surgical care,499,325,35%,100 Pcs Examination Gloves Natural Rubber Powdered Medium Size Latex Powder Free Medium Size Used In Surgical Disposable Housekeeping Headcover Hospitality Catering Service. 100Pcs In One Box,19-11-16 0:00,13,A.M.S. INTERNATIONAL
Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask 50pcs Color May Vary,B085LFYLW4,Ganesh Art,2999,1199,60%,Facemasks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. If someone is ill face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more.,06-03-20 0:00,0,Ganeshart
MEDIFIT Premium Doctor Lab Coat/Apron Six Button Knee Length,B06XB9Y2DR,MEDIFIT,930,930,,#NAME?,20-02-17 0:00,2,Medifit Healthcare Garments
NxtStep Anti-Pollution Dust Nose Mask- 3 Ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask 50,B085N8Q67J,Nxtstep,7999,1649,79%,â˜› â˜› â˜› Our environment is full of dust haze vehicle exhaust air pollution and the dust mask can keep you from 98% dust Dirt Pollen Allergens Fumes or particulates that effect you breathe in the air. ðŸŽ­ ðŸŽŠ â˜› Breathing easily â˜› Skin cared and comfortable in wearing â˜› Adjustable fitness between mask and nose with nose clip and earloop â˜› Health and environmental protection materials â˜› Moisture-proof â˜› Dust mask with valve â˜› Anti-dust n95 PM2.5 bacteria fog and other harmful grain ðŸŒˆ ðŸŒ„ Chemosurgical spray-paints or paintings dyeing garages mining factories of electronic aid and foods disinfecting insalubrious workshops,07-03-20 0:00,0,Nxtstep
Fridaycharm 3Ply Non-Woven Disposable Surgical Face Mask Pack of 100,B085MD3JDK,Fridaycharm,50000,4950,90%,Quality crafted for excellent protection and a comfortable fit this procedure face mask is ideal for a wide range of applications and wherever fluid exposure is probable.,07-03-20 0:00,0,Whizz WiFi
Dukal 1530 Mask Procedure with Ear Loop Non Sterile Blue Pack of 300,B017K36LA2,Dukal,,,,Product Description Procedure Mask w/ear loop Blue Non-Sterile. Manufacturer Contact Information,10-03-18 0:00,1,
GKP Products Wireless HD IP WiFi CCTV [Watch Online Demo Right Now] Indoor Security Camera Support Upto 128 GB SD Card Model 158932,B0829DHCRJ,GKP PRODUCTS,,,,Easy to install Smart IP camera WiFi HDP-2000 IP wireless camera line infrared wireless LAN just plug and wireless LAN reception products with high definition images looks beautiful on the cell phone iPad is. In addition to the inherited features A smart IP camera such as wireless LAN connection can support WiFi HDP-2000IP memory card slot can be easily installed in difficult place running cable or wire can not go . Wireless CCTV smart IP camera wireless LAN wireless LAN IP - 2000 IP HDP horizontal dial: 355 degrees. Vertical 120 degrees for visibility .Also the CCTV wireless IP camera's WiFi Smart HDP-2000 IP has supported streaming on the web browser there is a clear IP address management becomes much easier.You take care manage children manage employees and oversee housing supervision and staff. You want to easily remove the surveillance camera wifi reception without wiring convenient easy to install do not lose your home aesthetics change the position. bike#face#cover#mask#for#men#glass#women#cotton#cap#cloth#goggles#helmet#half#hijab#handkerchief#hat#marks#under#200#protection#from#sun#protect#plastic#scarf#woman#stoll#shawl#with#waterproof#pollution#bikers#sheet#activated#charcoal#brush#air#anti#acne#application#biotique#balaclava#collagen#wow#cool#disposable#dettol#dry#skin#dust#everyuth#peel#of#elastic#everyouth#gel#goggle#polarized#green#honeywell#hair#remover#hulk#ice#in#black#beauty#pantry#industrial#jelly#joker#jel#japanese#korean#kpop#korea#kids#party#lemon#lotus#latex#loreal#ladies#medical#white#mirabelle#marvel#natural#non#woven#neck#n#95#n95#iron#man#o3#on#oily#off#pomegranate#powder#plum#riding#reusable#royal#enfield#removal#sponge#surgical#fairness#sports#to#avoid#the#solution#shop#tissue#tea#tree#usha#100#uv#ustra#vlcc#vendetta#vaadi#wipes#googles#whitening#2#ply#2.5#3m#3#layer#3ply#3d,03-12-19 0:00,0,
Chef Hat 4 pack Disposable,B00DN7P7TQ,Joyfull,,,,Joyfull Chef's Hats are one size fits all (children too). These Chef's Hats are durable strong and best of all disposable! Whether you are a weekend cook or a professional chef wear the hat that identifies who made the delicious meal. Our chef apparel can take the heat so you don't have to get out of the kitchen! Our chef apparel along with our table covers table skirts and chef chair covers ship directly to your door. No need to pickup or return anything no need to count and re-count and no need to stress or worry about stained or damaged items.. â€œParty All Day Then Throw It Away,08-08-14 0:00,7,
Calvus Nose Mask-3ply Disposable Mouth Masks 50pcs Nose Mask Dust Mask Pollution MaskPack of 1,B085MW7VDM,Calvus,2649,2050,15%,Face Mask For Protection N95 Mask For Adults For Men For Kids Mask For Pollution Mask N95 Reusable Mask With Filter Mask For Women N95 Respirator Face Mask Mouth Mask Anti Pollution Mask Surgical Mask Disposable. 3-Ply Ear Loop Mask. Bacteria Filtration Efficiency of > 98%. Comfortable and breathable for the user. Fluid repellent.,08-03-20 0:00,0,Tayal Sons
hi Tech Hi-Tech Needle Holder 6 inches,B0196AVOZE,hi Tech,699,210,70%,Stainless Steel Dull Finish High Quality ISO & CE certified Product.,10-12-15 0:00,34,GOLDEN SPORTS & SURGICAL INDUSTRIES
Plastic Disposable Shoe Cover by Safety Products LD Blue Pack of 50 Pairs = 100 Pcs,B0774LVQKH,Safety Products,499,355,29%,To cater to the medical industry we offer the best quality of Disposable Shoe Covers. These shoe covers are manufactured in stringent compliance with industrial quality standards at our high-end infrastructure facility. These covers are priced economically to suit the clientâ€™s budget. These shoe covers prevent any damage from occurring to the shoes. These are resistant to dirt chemicals and other abrasive and damaging substances. These shoe covers are available to clients at highly economical prices.,02-11-17 0:00,0,Safety Products
